56422.84418913 13.082 0.121 
56422.91755510 13.216 0.157 
56422.99664183 13.030 0.157 
56423.06707844 13.712 0.768 
56423.13965444 13.495 0.172 
56423.20662019 13.352 0.158 
56423.28502707 13.460 0.212 
56423.35232657 13.470 0.198 
56423.42877794 13.646 0.264 
56423.50011059 13.806 0.293 
56423.56989439 13.397 0.171 
56423.64750221 13.684 0.220 
