56422.84418913 11.091 0.255 
56422.91755510 10.714 0.082 
56422.99664183 11.046 0.175 
56423.06707844 10.808 0.066 
56423.13965444 11.269 0.341 
56423.20662019 11.089 0.094 
56423.28502707 11.149 0.093 
56423.35232657 10.946 0.090 
56423.42877794 11.106 0.098 
56423.50011059 11.164 0.101 
56423.56989439 11.077 0.096 
56423.64750221 11.112 0.225 
