wavelength,dist_ab,err_ab,dist_c,err_c,dist_mean,err_mean
1.22,18.1285413891,0.0168492402078,18.1156528332,0.0202984622598,18.1264792202,0.0145212105321
1.63,18.2788194397,0.00856417433592,18.230793381,0.0151689443838,18.2711352703,0.00759228357387
2.19,18.2624775433,0.00593047170896,18.2728529271,0.0011358974939,18.2641376048,0.00498491040938
3.55,18.4276230574,0.0128938455664,18.4553127379,0.0391892730359,18.4320534063,0.0125149247686
4.493,18.4167906028,0.0228182518294,18.5332638812,0.0162973937371,18.4354263274,0.0193438901809
