id,ra,dec,per,mag_v,mag_b,type,mag_j,merr_j,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,resid_j,resid_h,resid_k,resid_3,resid_4,photfeh,photfeh_err
72,13:27:33.11,-47:16:22.9,0.384522,14.48,14.75,1,13.5610513822,0.00282228237031,13.3582784017,0.00481750281093,13.3206042487,0.00415832498329,,,,,,,,,,-1.32,0.22
73,13:25:53.75,-47:16:10.8,0.575215,14.49,14.78,0,13.5084516053,0.00507786591219,13.2837114327,0.00502631961667,13.2266955691,0.00450154294536,,,,,,,,,,-1.5,0.09
74,13:27:07.22,-47:17:33.9,0.503209,14.626,14.941,0,13.6796992899,0.00219374109685,13.4902024627,0.00452999264164,13.4459975722,0.00436288003757,,,,,,,,,,-1.83,0.36
75,13:27:19.70,-47:18:46.5,0.422174,14.476,14.848,1,13.4181031047,0.00327129773773,13.193626727,0.00810135448209,13.1440682208,0.00726865416245,,,,,,,,,,-1.49,0.08
76,13:26:57.23,-47:20:07.7,0.337962,14.517,14.856,1,13.6393600708,0.00340444970264,13.5223805922,0.00502908208987,13.4535805986,0.00563039864387,,,,,,,,,,-1.45,0.13
77,13:27:20.89,-47:22:05.6,0.426294,14.569,14.948,1,13.4794012594,0.00382608009442,13.296747441,0.00817941182346,13.23340688,0.00607247890075,,,,,,,,,,-1.81,0.0
79,13:28:24.99,-47:29:25.2,0.608276,14.6,99.999,0,13.4115017175,0.00302535581011,13.1992115986,0.00460072458061,13.148116156,0.00428822677676,,,,,,,,,,-1.39,0.18
81,13:27:36.68,-47:24:48.3,0.389392,14.608,15.062,1,13.5478110784,0.00360843918244,13.335860941,0.00954594154602,13.2969391825,0.00723369814748,13.3067719178,0.0106285241291,,,,,,,,-1.72,0.31
82,13:27:35.61,-47:26:30.3,0.335758,14.563,14.948,1,13.5887334942,0.00459392715078,13.3511006671,0.00691917625155,13.3019155245,0.00518879669202,13.5334269219,0.0264443587082,,,,,,,,-1.56,0.2
83,13:27:08.42,-47:21:34.1,0.356612,14.585,14.913,1,13.6104312295,0.00284800124844,13.4772499202,0.00679971404628,13.3758709982,0.00643665717244,,,,,,,,,,-1.3,0.22
84,13:24:47.45,-47:29:56.5,0.579873,14.27,99.999,0,,,12.8849950208,0.00497633287561,12.8082969569,0.00453382350291,,,,,,,,,,-1.47,0.1
85,13:25:06.49,-47:23:34.0,0.742758,14.47,99.999,0,13.3584835487,0.00319939230341,,,,,,,,,,,,,,-1.87,0.31
86,13:27:15.19,-47:26:11.1,0.647844,14.541,14.983,0,13.4631672224,0.00649037749287,13.1618981545,0.0168446743974,13.0843376711,0.0124485050419,13.1162629327,0.0190409287353,,,,,,,,-1.81,0.18
87,13:26:57.47,-47:25:35.4,0.396488,14.593,15.014,1,13.3927414527,0.015954361995,13.1134683543,0.0237862296765,13.0707767698,0.0306225906082,13.0427882084,0.00716490043225,,,,,,,,-1.44,0.19
88,13:26:55.91,-47:25:16.3,0.690211,14.5,14.934,0,12.7102051431,0.00832165848855,12.4052621182,0.0157962284528,12.1716909871,0.0174180621451,12.3383213595,0.0145048712135,,,,,,,,-1.65,0.23
89,13:26:45.98,-47:26:01.0,0.37511,14.635,15.004,1,13.7455530605,0.00899382504215,13.6627008639,0.0202285551744,13.4362715344,0.0149166666667,13.5985695627,0.0125094542979,,,,,,,,-1.37,0.28
90,13:26:45.76,-47:26:23.4,0.603404,14.525,15.005,0,13.5166407284,0.00797609274993,13.1589463906,0.0414464178857,13.1113530417,0.0205969927686,,,,,,,,,,-2.21,0.0
91,13:26:50.61,-47:26:15.6,0.895225,14.335,14.881,0,13.0581690141,0.00604611904907,12.7369963405,0.0120476484566,12.7293425681,0.0110453610172,14.1269607176,0.0340592143463,,,,,,,,-1.44,0.17
94,13:25:57.06,-47:22:46.1,0.253936,14.764,15.068,1,14.1010139291,0.00704992119735,13.9585813857,0.00637813103938,13.8778096007,0.00792148975888,13.9754928126,0.00517486122324,,,,,,,,-1.0,0.11
95,13:25:24.95,-47:28:53.2,0.405067,14.558,14.933,1,13.5072974468,0.00422459728521,13.2830076983,0.0049679528536,13.2682875397,0.00478350754619,,,13.2363893721,0.00933162442408,,,,,,-1.84,0.55
96,13:26:39.31,-47:27:03.0,0.624527,14.344,14.927,0,,,,,,,13.0431064178,0.0266947331839,,,,,,,,-1.22,0.0
97,13:27:08.49,-47:25:30.9,0.691898,14.534,14.959,0,13.325529068,0.00302650329956,13.1567297652,0.00837033452139,13.0530244222,0.00642369744687,13.0771058445,0.0248630757356,,,,,,,,-1.56,0.37
98,13:27:05.85,-47:26:56.5,0.280566,14.782,15.152,1,13.8816711676,0.00962346668883,13.6327148495,0.018747592438,13.6541055488,0.0153081768274,13.2706917134,0.0123531942196,13.5920323212,0.0218955711333,,,,,,-1.05,0.12
99,13:27:02.16,-47:27:48.8,0.766181,14.244,14.714,0,13.0790040463,0.00630916441025,12.6320393827,0.015983498435,12.6664376442,0.0137158667243,,,12.6671815085,0.0233201390943,,,,,,-1.66,0.14
100,13:27:04.04,-47:27:33.4,0.552745,14.789,15.378,0,13.5957118865,0.00926387847742,13.2252788918,0.02201956201,13.2132075684,0.0186978905524,,,,,,,,,,-1.58,0.14
101,13:27:30.24,-47:29:51.0,0.340946,14.61,14.978,1,13.7143702456,0.0047609522857,13.5085911321,0.00874682482072,13.4405619522,0.00655902685871,,,,,,,,,,-1.88,0.32
102,13:27:22.11,-47:30:12.3,0.691396,14.554,15.002,0,13.3403672013,0.00343288832067,13.0534046869,0.00635577165522,13.002396202,0.00578671850975,13.1218992586,0.0311730768099,13.5301228932,0.053697062243,,,,,,-1.84,0.13
103,13:27:14.29,-47:28:36.3,0.328852,14.538,14.865,1,13.625594638,0.00506622805119,13.4328558269,0.0115485088022,13.3819620968,0.00968389269756,,,,,,,,,,-1.92,0.11
104,13:28:07.76,-47:33:44.9,0.866524,14.515,15.05,0,13.8523912106,0.0277307240359,14.3020090598,0.054284119455,13.8676808431,0.040622328972,,,,,,,,,,-1.83,0.18
105,13:27:46.02,-47:32:43.9,0.335328,14.746,15.12,1,13.7773580412,0.00412815535883,13.6247257609,0.00579631108743,13.5393379673,0.00518478007677,,,,,,,,,,-1.24,0.18
106,13:26:59.19,-47:28:12.5,0.569903,14.518,14.942,0,13.5740668682,0.00842120339777,13.2812089898,0.0237527776154,13.2296068665,0.0149807747167,13.2768880215,0.0211136474772,,,,,,,,-1.5,0.23
107,13:27:14.05,-47:30:57.9,0.514102,14.864,15.232,0,13.6084278458,0.00493288286232,13.3519757507,0.0109185748968,13.3271570208,0.00867267419991,,,,,,,,,,-1.36,0.11
108,13:27:04.71,-47:29:25.7,0.594458,14.532,14.991,0,13.4713073944,0.0137759855465,13.0112324264,0.0262789522876,13.0615921312,0.0255857762134,,,13.0818427888,0.0162345519611,,,,,,-1.93,0.23
109,13:27:01.56,-47:29:36.6,0.744098,14.446,14.909,0,13.2872600801,0.0057008771255,13.0753362573,0.0158871891088,12.9969727691,0.010251354924,,,12.7895241271,0.0201614101549,,,,,,-1.51,0.25
110,13:27:02.08,-47:30:06.6,0.332107,14.616,14.969,1,13.804301745,0.00593014895822,13.759068455,0.0137641341496,13.5940396568,0.00981141625296,,,12.7518181011,0.00940986896706,,,,,,-2.14,0.16
111,13:26:49.03,-47:28:40.4,0.762905,14.393,14.9,0,13.2359195136,0.00745309406295,12.9073736955,0.0252128439491,12.868848244,0.0171535143791,12.9979993988,0.0198302884212,,,,,,,,-1.66,0.04
112,13:26:54.28,-47:30:23.2,0.474359,14.49,14.838,0,13.6893337714,0.00519281020044,13.3956669924,0.0148522819047,13.4422980451,0.00937342579376,,,,,,,,,,-1.81,0.26
113,13:26:56.34,-47:31:47.6,0.573375,14.563,15.02,0,13.598076328,0.00564579489532,13.4128578282,0.0146040329285,13.2721494777,0.00867867757463,,,,,,,,,,-1.65,0.34
114,13:26:50.12,-47:30:21.1,0.675307,14.467,14.937,0,12.5451515589,0.018515383994,12.3950428153,0.0241261269167,12.0772450731,0.0318794386888,12.4060516904,0.0134319407454,12.0831111527,0.0107864532738,,,,,,-1.32,0.3
115,13:26:12.30,-47:34:17.5,0.630474,14.535,15.025,0,13.4084221271,0.00348807492274,13.1913349317,0.00497004918375,13.1174838666,0.00369684550214,,,13.080644075,0.0110574935406,,,,,,-1.87,0.01
116,13:26:35.50,-47:28:07.0,0.720133,14.392,14.867,0,12.7189552285,0.0140946699934,12.2594349452,0.0205375672042,12.0980962354,0.0213775583264,13.0731914536,0.0398543572072,,,,,,,,-1.27,0.44
117,13:26:19.91,-47:29:21.0,0.421641,14.474,14.887,1,13.4857785849,0.00571851282143,13.2812034922,0.0122822704199,13.2069018654,0.00889678468761,,,13.0777581964,0.0124413944709,,,,,,-1.68,0.25
118,13:26:40.56,-47:30:19.1,0.611618,14.458,14.884,0,13.4012146994,0.00644959085696,13.129647239,0.0157493386105,13.0131086601,0.0141982491096,12.985920887,0.0221368448894,13.0417065652,0.00810863104779,,,,,,-1.62,0.23
119,13:26:38.29,-47:31:18.0,0.305876,14.686,14.992,1,13.8528428471,0.0056789083458,13.7828154062,0.0120202375647,13.6338700991,0.00824031417956,13.7573725582,0.0114685294697,13.6731179046,0.0560829300674,,,,,,-1.61,0.1
120,13:26:25.52,-47:32:48.6,0.548537,14.764,15.232,0,13.5553437559,0.0142148689758,13.1156829319,0.022780352158,13.1549480985,0.0270438173259,13.204937877,0.0282280560434,13.1948031153,0.0150014643171,,,,,,-1.39,0.06
121,13:26:28.17,-47:31:50.5,0.304182,14.588,14.902,1,13.7450145828,0.00456967662362,13.6587675017,0.00941519162489,13.5364441353,0.00760162628799,13.5647880034,0.00406668767185,,,,,,,,-1.46,0.13
122,13:26:30.31,-47:33:02.2,0.634929,14.554,15.014,0,13.3843383853,0.00512008571977,13.1466020576,0.0121289369324,13.085687317,0.00696319690308,13.2573590208,0.0242767313752,13.4844994144,0.0347074367392,,,,,,-2.02,0.18
123,13:26:51.17,-47:37:13.2,0.474169,14.452,14.886,1,13.4739877825,0.00448918453372,13.2645393206,0.00534633831078,13.1768034803,0.00496305797311,,,,,,,,,,-1.64,0.01
124,13:26:54.49,-47:39:07.5,0.33186,14.561,14.916,1,13.7179135395,0.00382880166922,13.5324031362,0.00520683311727,13.4969314836,0.00673506578373,,,,,,,,,,-1.33,0.23
125,13:26:48.92,-47:41:03.7,0.592888,14.58,99.999,0,13.4809145522,0.00445813862503,13.2291839074,0.00455292945988,13.1817394389,0.00434453679925,,,,,,,,,,-1.67,0.22
126,13:28:08.03,-47:40:46.7,0.341891,14.6,99.999,1,13.6480458248,0.00314907393795,13.4876890047,0.00485269112051,13.3752103686,0.00453688586294,,,,,,,,,,-1.31,0.13
127,13:25:19.36,-47:28:37.6,0.305274,14.63,99.999,1,,,,,13.5829156764,0.00505318931193,,,13.6986776975,0.00515409715248,,,,,,-1.59,0.08
128,13:26:17.75,-47:30:13.0,0.834988,14.391,14.904,0,13.228761722,0.00513363094375,12.9548960386,0.0091188144941,12.8236827846,0.00566789202438,,,12.9898955632,0.0478612778851,,,,,,-1.88,0.04
130,13:26:09.93,-47:13:40.0,0.49325,14.74,99.999,0,13.8058888518,0.00598609499869,13.599321371,0.00927286962656,13.4985614694,0.00716230487421,,,,,,,,,,-1.46,0.17
131,13:26:30.07,-47:29:40.7,0.392252,14.493,14.877,1,13.555799291,0.00514309137474,13.3476480835,0.0138205262,13.2359908965,0.00803551146129,13.3829783335,0.00662554685954,,,,,,,,-1.56,0.2
132,13:26:39.22,-47:29:09.8,0.655656,14.452,14.886,0,13.268052765,0.00735035902373,13.1194351947,0.0246865066607,13.0460571531,0.0179370039614,13.1280808372,0.0391082685337,,,,,,,,-1.91,0.2
134,13:25:13.42,-47:12:28.7,0.652903,14.46,14.82,0,,,,,,,,,,,,,,,,-1.8,0.41
135,13:26:28.14,-47:29:17.6,0.632579,14.513,14.864,0,13.5515176817,0.051319465118,,,12.6718634651,0.0614332157713,10.1823337912,0.0149360583959,,,,,,,,-2.2,0.0
136,13:26:31.09,-47:27:40.5,0.391945,14.376,14.732,1,13.514115084,0.011526840658,13.0095379647,0.047521778633,13.2205788262,0.0156007033317,,,,,,,,,,-1.83,0.47
137,13:26:31.55,-47:27:04.3,0.334205,14.557,14.907,1,13.7742546046,0.00623832242407,13.7052795915,0.0123451519949,13.4785902675,0.00915302014516,13.7172358958,0.00852276287876,,,,,,,,-1.19,0.18
139,13:26:37.76,-47:27:35.2,0.676871,14.361,14.871,0,13.1108489005,0.00522746486252,12.8596165188,0.0133751947026,12.7310341049,0.0100936586253,12.9753071094,0.015620892902,,,,,,,,-1.46,0.04
140,13:26:42.16,-47:30:07.1,0.619849,14.463,14.807,0,13.0223944715,0.0107996270512,12.5761264219,0.0301973830728,12.6671136916,0.021642293984,12.8068773678,0.0129794257846,,,,,,,,,
141,13:26:40.91,-47:29:27.9,0.697363,14.494,14.961,0,13.3376422564,0.00682977549655,12.9540432894,0.0276097557235,12.931592507,0.0134564627183,,,,,,,,,,-1.55,0.36
142,13:26:42.67,-47:28:42.7,0.375848,14.587,15.079,1,13.1753610858,0.0205769220784,12.5885262952,0.0310426453984,12.5796655648,0.0363191868485,12.9975507761,0.00665689664268,,,,,,,,,
143,13:26:42.64,-47:27:28.8,0.820734,14.4,14.892,0,13.3192933592,0.0185427434144,12.2633969869,0.0687219260862,12.150040132,0.0243273394444,,,,,,,,,,-1.87,0.14
144,13:26:43.06,-47:28:17.9,0.83532,14.401,14.942,0,13.1904946272,0.00547659160022,12.9381696435,0.0175453776756,12.8566005755,0.0119875514134,12.9549602239,0.0145078407884,,,,,,,,-1.71,0.12
145,13:26:51.26,-47:31:08.6,0.373214,14.519,14.934,1,13.4589955367,0.0136615844209,13.081558429,0.0272338127253,13.142168678,0.0282133488894,,,,,,,,,,-1.58,0.07
146,13:26:52.87,-47:29:27.9,0.633092,14.48,14.997,0,13.5205255395,0.00943508523191,13.9066636791,0.0773225567204,13.0928561652,0.0232014127922,12.623347174,0.0335123194219,,,,,,,,,
147,13:27:15.86,-47:31:09.2,0.422699,14.49,14.826,1,13.403293863,0.00359204367704,13.0384466915,0.0118089537593,13.0891812413,0.00647269907638,,,,,,,,,,-1.66,0.14
149,13:27:32.94,-47:13:43.6,0.682728,14.38,14.69,0,13.3887140077,0.00439143737542,13.1655377062,0.00997914491995,13.0447842352,0.00694422221867,,,,,,,,,,-1.21,0.24
150,13:27:40.21,-47:36:00.1,0.899302,14.284,14.766,0,13.0838106463,0.00557835599039,12.8236551636,0.00716036544691,12.7214582293,0.00518478007677,,,,,,,,,,-1.76,0.34
151,13:28:25.40,-47:16:00.2,0.407784,99.999,99.999,0,13.5033038805,0.00383604976216,13.3194164486,0.00590491791269,13.2738242273,0.00468893496555,,,,,,,,,,-1.3,0.24
153,13:26:49.69,-47:26:23.7,0.386245,14.578,15.004,1,13.6594218867,0.00745542308212,13.5726255307,0.0223193364099,13.3965253544,0.0138044376923,13.3445352533,0.0070238178642,,,,,,,,-1.38,0.19
154,13:27:03.15,-47:30:32.6,0.32234,14.537,14.856,1,13.6324726429,0.00545753811001,13.4696295932,0.0114975842873,13.385431262,0.0119585511014,,,13.714151956,0.0147844561683,,,,,,-1.39,0.12
155,13:26:53.63,-47:24:42.5,0.413925,14.516,14.944,1,13.2909499644,0.0135210740862,12.9633772414,0.0240328189959,12.9859836423,0.0263707540026,12.9710345176,0.00868378965418,,,,,,,,-1.46,0.09
156,13:26:47.92,-47:31:52.5,0.359067,14.522,14.929,1,13.463838698,0.0104426342994,13.1442532572,0.0217530329941,13.1821864311,0.0217316333691,,,14.3129048483,0.0174826528584,,,,,,-1.4,0.04
