id,ra,dec,per,mag_v,mag_b,type,mag_j,merr_j,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,resid_j,resid_h,resid_k,resid_3,resid_4,photfeh,photfeh_err,per_old,per_new,feh_s,feh_s_err,feh_r,feh_r_err,feh_rs,feh_rs_err,feh_b,feh_comb,feh_comb_err,clip_j,clip_h,clip_k,clip_3,clip_4
85,13:25:06.49,-47:23:34.0,0.742758,14.47,99.999,0,13.3584835487,0.00319939230341,,,,,,,,,-0.117405396322,,,,,-1.87,0.31,0.7427,0.742749,,,-1.87,0.31,-2.09,0.31,-1.56,-1.77,0.37,False,True,True,True,True
86,13:27:15.19,-47:26:11.1,0.647844,14.541,14.983,0,13.4631672224,0.00649037749287,13.1618981545,0.0168446743974,13.0843376711,0.0124485050419,13.1162629327,0.0190409287353,,,-0.104463436601,-0.0761748138385,-0.0794830127569,-0.00218980466492,,-1.81,0.18,0.6478,0.647841,-1.99,0.23,-1.81,0.18,-2.02,0.01,-1.96,-2.02,0.0,False,False,False,False,True
87,13:26:57.47,-47:25:35.4,0.396488,14.593,15.014,1,13.3927414527,0.015954361995,13.1134683543,0.0237862296765,13.0707767698,0.0306225906082,13.0427882084,0.00716490043225,,,0.06350991315,0.128284365464,0.0955441321255,0.212674398036,,-1.44,0.19,0.3965,0.395941,,,-1.44,0.19,-1.62,0.19,-1.53,-1.59,0.06,False,True,True,True,True
88,13:26:55.91,-47:25:16.3,0.690211,14.5,14.934,0,12.7102051431,0.00832165848855,12.4052621182,0.0157962284528,12.1716909871,0.0174180621451,12.3383213595,0.0145048712135,,,0.593998488932,0.61886311833,0.770602666868,0.71054966635,,-1.65,0.23,0.6902,0.690211,,,-1.65,0.23,-1.85,0.23,-1.46,-1.67,0.28,True,True,True,True,True
89,13:26:45.98,-47:26:01.0,0.37511,14.635,15.004,1,13.7455530605,0.00899382504215,13.6627008639,0.0202285551744,13.4362715344,0.0149166666667,13.5985695627,0.0125094542979,,,-0.230061965674,-0.356051634863,-0.204572695092,-0.279125160401,,-1.37,0.28,0.3751,0.374179,-1.66,0.23,-1.37,0.28,-1.62,0.1,-0.88,-1.52,0.36,True,True,False,False,True
90,13:26:45.76,-47:26:23.4,0.603404,14.525,15.005,0,13.5166407284,0.00797609274993,13.1589463906,0.0414464178857,13.1113530417,0.0205969927686,,,,,-0.0967988132736,-0.00412245853836,-0.0363176129934,,,-2.21,0.0,0.6034,0.603405,-1.78,0.31,-2.21,0.5,-1.98,0.42,-1.16,-1.37,0.51,False,False,False,True,True
91,13:26:50.61,-47:26:15.6,0.895225,14.335,14.881,0,13.0581690141,0.00604611904907,12.7369963405,0.0120476484566,12.7293425681,0.0110453610172,14.1269607176,0.0340592143463,,,0.0222800234292,0.0342331175888,-0.0438979539598,-1.34578196281,,-1.44,0.17,0.8952,0.895222,-1.81,0.3,-1.44,0.17,-1.67,0.13,-1.97,-1.73,0.18,False,False,False,True,True
94,13:25:57.06,-47:22:46.1,0.253936,14.764,15.068,1,14.1010139291,0.00704992119735,13.9585813857,0.00637813103938,13.8778096007,0.00792148975888,13.9754928126,0.00517486122324,,,-0.168544855131,-0.195137101089,-0.185927018461,-0.205691860703,,-1.0,0.11,0.2539,0.253934,,,-1.0,0.11,-1.13,0.11,-1.72,-1.23,0.31,False,False,False,False,True
95,13:25:24.95,-47:28:53.2,0.405067,14.558,14.933,1,13.5072974468,0.00422459728521,13.2830076983,0.0049679528536,13.2682875397,0.00478350754619,,,13.2363893721,0.00933162442408,-0.0739255449008,-0.0663191942249,-0.127216789782,,-0.0863974379091,-1.84,0.55,0.4051,0.404966,,,-1.84,0.55,-2.06,0.55,,-2.06,0.55,False,False,False,True,False
96,13:26:39.31,-47:27:03.0,0.624527,14.344,14.927,0,,,,,,,13.0431064178,0.0266947331839,,,,,,0.10869526652,,-1.22,0.0,0.6245,0.624528,,,-1.22,0.5,-1.37,0.5,-2.12,-1.97,0.43,True,True,True,False,True
97,13:27:08.49,-47:25:30.9,0.691898,14.534,14.959,0,13.325529068,0.00302650329956,13.1567297652,0.00837033452139,13.0530244222,0.00642369744687,13.0771058445,0.0248630757356,,,-0.0234256897999,-0.134978313794,-0.113141660313,-0.0307474898166,,-1.56,0.37,0.6919,0.69189,-1.74,0.17,-1.56,0.37,-1.76,0.01,-1.85,-1.76,0.0,False,False,False,False,True
98,13:27:05.85,-47:26:56.5,0.280566,14.782,15.152,1,13.8816711676,0.00962346668883,13.6327148495,0.018747592438,13.6541055488,0.0153081768274,13.2706917134,0.0123531942196,13.5920323212,0.0218955711333,-0.0557898892704,0.0139636094131,-0.0798550075837,0.383989221915,0.033085753741,-1.05,0.12,0.2806,0.280566,,,-1.05,0.12,-1.18,0.12,,-1.18,0.12,False,False,False,True,False
99,13:27:02.16,-47:27:48.8,0.766181,14.244,14.714,0,13.0790040463,0.00630916441025,12.6320393827,0.015983498435,12.6664376442,0.0137158667243,,,12.6671815085,0.0233201390943,0.135362223105,0.290548319795,0.172731243178,,0.259182556909,-1.66,0.14,0.7662,0.766179,-1.91,0.25,-1.66,0.14,-1.88,0.04,-2.2,-1.89,0.07,True,True,True,True,False
100,13:27:04.04,-47:27:33.4,0.552745,14.789,15.378,0,13.5957118865,0.00926387847742,13.2252788918,0.02201956201,13.2132075684,0.0186978905524,,,,,-0.100426831117,0.0148136879318,-0.0515705743508,,,-1.58,0.14,0.5527,0.552748,,,-1.58,0.14,-1.77,0.14,-1.8,-1.78,0.02,False,False,False,True,True
101,13:27:30.24,-47:29:51.0,0.340946,14.61,14.978,1,13.7143702456,0.0047609522857,13.5085911321,0.00874682482072,13.4405619522,0.00655902685871,,,,,-0.0968139932925,-0.0901305806048,-0.0962223295842,,,-1.88,0.32,0.3409,0.340947,,,-1.88,0.32,-2.1,0.32,-1.63,-1.81,0.32,False,False,False,True,True
102,13:27:22.11,-47:30:12.3,0.691396,14.554,15.002,0,13.3403672013,0.00343288832067,13.0534046869,0.00635577165522,13.002396202,0.00578671850975,13.1218992586,0.0311730768099,13.5301228932,0.053697062243,-0.037639386967,-0.0309474745135,-0.0617966466928,-0.0747938500877,-0.498715194118,-1.84,0.13,0.6914,0.691396,-1.65,0.16,-1.84,0.13,-1.9,0.27,-1.58,-1.73,0.23,False,False,False,False,True
103,13:27:14.29,-47:28:36.3,0.328852,14.538,14.865,1,13.625594638,0.00506622805119,13.4328558269,0.0115485088022,13.3819620968,0.00968389269756,,,,,0.0305626753351,0.0278917869806,0.00497829044437,,,-1.92,0.11,0.3289,0.328856,-1.78,0.27,-1.92,0.11,-2.1,0.17,-2.5,-2.23,0.26,False,False,False,True,True
104,13:28:07.76,-47:33:44.9,0.866524,14.515,15.05,0,13.8523912106,0.0277307240359,14.3020090598,0.054284119455,13.8676808431,0.040622328972,,,,,-0.743907841667,-1.49909415597,-1.15005547701,,,-1.83,0.18,0.8665,0.866567,,,-1.83,0.18,-2.05,0.18,-1.36,-1.81,0.46,True,True,True,True,True
105,13:27:46.02,-47:32:43.9,0.335328,14.746,15.12,1,13.7773580412,0.00412815535883,13.6247257609,0.00579631108743,13.5393379673,0.00518478007677,,,,,-0.142043751942,-0.186811463928,-0.175400283589,,,-1.24,0.18,0.3353,0.335331,,,-1.24,0.18,-1.39,0.18,-0.94,-1.24,0.3,False,False,False,True,True
106,13:26:59.19,-47:28:12.5,0.569903,14.518,14.942,0,13.5740668682,0.00842120339777,13.2812089898,0.0237527776154,13.2296068665,0.0149807747167,13.2768880215,0.0211136474772,,,-0.105081807301,-0.0708416436114,-0.0981597702076,-0.0308781837288,,-1.5,0.23,0.5699,0.569903,-1.9,0.26,-1.5,0.23,-1.79,0.17,-1.83,-1.8,0.03,False,False,False,False,True
107,13:27:14.05,-47:30:57.9,0.514102,14.864,15.232,0,13.6084278458,0.00493288286232,13.3519757507,0.0109185748968,13.3271570208,0.00867267419991,,,,,-0.0507897667807,-0.0414094607604,-0.0939446730159,,,-1.36,0.11,0.5141,0.514104,,,-1.36,0.11,-1.53,0.11,-1.13,-1.46,0.21,False,False,False,True,True
108,13:27:04.71,-47:29:25.7,0.594458,14.532,14.991,0,13.4713073944,0.0137759855465,13.0112324264,0.0262789522876,13.0615921312,0.0255857762134,,,13.0818427888,0.0162345519611,-0.0386147148308,0.158115918376,0.0281947555293,,0.104066302322,-1.93,0.23,0.5945,0.594457,-1.63,0.13,-1.93,0.23,-1.77,0.31,-1.72,-1.74,0.03,False,True,False,True,False
109,13:27:01.56,-47:29:36.6,0.744098,14.446,14.909,0,13.2872600801,0.0057008771255,13.0753362573,0.0158871891088,12.9969727691,0.010251354924,,,12.7895241271,0.0201614101549,-0.0477326527233,-0.124310476713,-0.128921260203,,0.16675136033,-1.51,0.25,0.7441,0.744099,-1.7,0.07,-1.51,0.25,-1.72,0.01,-1.64,-1.72,0.0,False,False,False,True,False
110,13:27:02.08,-47:30:06.6,0.332107,14.616,14.969,1,13.804301745,0.00593014895822,13.759068455,0.0137641341496,13.5940396568,0.00981141625296,,,12.7518181011,0.00940986896706,-0.158671462715,-0.309853094558,-0.218717073835,,0.65510910947,-2.14,0.16,0.3321,0.332102,-1.65,0.52,-2.14,0.16,-2.33,0.29,-1.51,-1.86,0.57,False,True,False,True,True
111,13:26:49.03,-47:28:40.4,0.762905,14.393,14.9,0,13.2359195136,0.00745309406295,12.9073736955,0.0252128439491,12.868848244,0.0171535143791,12.9979993988,0.0198302884212,,,-0.0178667680494,0.0193805996711,-0.0254476318584,-0.0521963189168,,-1.66,0.04,0.7629,0.762901,-1.79,0.09,-1.66,0.04,-1.85,0.03,-1.68,-1.85,0.03,False,False,False,False,True
112,13:26:54.28,-47:30:23.2,0.474359,14.49,14.838,0,13.6893337714,0.00519281020044,13.3956669924,0.0148522819047,13.4422980451,0.00937342579376,,,,,-0.0624752961131,-0.00686523186826,-0.129627251525,,,-1.81,0.26,0.4744,0.474356,,,-1.81,0.26,-2.02,0.26,-2.16,-2.09,0.1,False,False,False,True,True
113,13:26:56.34,-47:31:47.6,0.573375,14.563,15.02,0,13.598076328,0.00564579489532,13.4128578282,0.0146040329285,13.2721494777,0.00867867757463,,,,,-0.134316768732,-0.208396538625,-0.146700761372,,,-1.65,0.34,0.5734,0.573376,,,-1.65,0.34,-1.85,0.34,-1.49,-1.62,0.24,False,False,False,True,True
114,13:26:50.12,-47:30:21.1,0.675307,14.467,14.937,0,12.5451515589,0.018515383994,12.3950428153,0.0241261269167,12.0772450731,0.0318794386888,12.4060516904,0.0134319407454,12.0831111527,0.0107864532738,0.777833191135,0.650309540467,0.886607521979,0.665288416555,0.972377860657,-1.32,0.3,0.6753,0.675308,-1.61,0.99,-1.32,0.3,-1.49,0.06,-1.78,-1.51,0.09,True,True,True,True,True
115,13:26:12.30,-47:34:17.5,0.630474,14.535,15.025,0,13.4084221271,0.00348807492274,13.1913349317,0.00497004918375,13.1174838666,0.00369684550214,,,13.080644075,0.0110574935406,-0.0263360843913,-0.0791840931988,-0.0857885963375,,0.0451041732106,-1.87,0.01,0.6305,0.63048,-1.64,0.32,-1.87,0.01,-2.09,0.02,-1.78,-2.09,0.03,False,False,False,True,False
116,13:26:35.50,-47:28:07.0,0.720133,14.392,14.867,0,12.7189552285,0.0140946699934,12.2594349452,0.0205375672042,12.0980962354,0.0213775583264,13.0731914536,0.0398543572072,,,0.548736916554,0.723423648552,0.802285696515,-0.0680015101009,,-1.27,0.44,0.7201,0.720134,-1.11,0.17,-1.27,0.44,-1.17,0.14,-2.41,-1.47,0.75,True,True,True,False,True
117,13:26:19.91,-47:29:21.0,0.421641,14.474,14.887,1,13.4857785849,0.00571851282143,13.2812034922,0.0122822704199,13.2069018654,0.00889678468761,,,13.0777581964,0.0124413944709,-0.0952673880039,-0.111468446348,-0.113132893129,,0.0203515597315,-1.68,0.25,0.4216,0.421643,,,-1.68,0.25,-1.88,0.25,-1.18,-1.53,0.49,False,False,False,True,False
118,13:26:40.56,-47:30:19.1,0.611618,14.458,14.884,0,13.4012146994,0.00644959085696,13.129647239,0.0157493386105,13.0131086601,0.0141982491096,12.985920887,0.0221368448894,13.0417065652,0.00810863104779,0.0069946381989,0.012029120581,0.0485736735549,0.18737897388,0.115096887184,-1.62,0.23,0.6116,0.61162,-2.04,0.14,-1.62,0.23,-1.99,0.15,-2.66,-2.17,0.42,False,False,True,True,False
119,13:26:38.29,-47:31:18.0,0.305876,14.686,14.992,1,13.8528428471,0.0056789083458,13.7828154062,0.0120202375647,13.6338700991,0.00824031417956,13.7573725582,0.0114685294697,13.6731179046,0.0560829300674,-0.119274568893,-0.237264882407,-0.161497700238,-0.202394164261,-0.159743197138,-1.61,0.1,0.3059,0.305875,,,-1.61,0.1,-1.8,0.1,-2.03,-1.83,0.11,False,False,False,False,False
120,13:26:25.52,-47:32:48.6,0.548537,14.764,15.232,0,13.5553437559,0.0142148689758,13.1156829319,0.022780352158,13.1549480985,0.0270438173259,13.204937877,0.0282280560434,13.1948031153,0.0150014643171,-0.0534839680392,0.131840655413,0.0142360644812,0.0804021490089,0.0733313872434,-1.39,0.06,0.5485,0.548547,-1.15,0.16,-1.39,0.06,-1.51,0.18,-1.24,-1.42,0.18,False,True,False,False,False
121,13:26:28.17,-47:31:50.5,0.304182,14.588,14.902,1,13.7450145828,0.00456967662362,13.6587675017,0.00941519162489,13.5364441353,0.00760162628799,13.5647880034,0.00406668767185,,,-0.00551064049233,-0.106714519388,-0.0575210400957,-0.00339880280528,,-1.46,0.13,0.3042,0.304182,-1.83,0.4,-1.46,0.13,-1.66,0.09,-2.41,-1.75,0.34,False,False,False,False,True
122,13:26:30.31,-47:33:02.2,0.634929,14.554,15.014,0,13.3843383853,0.00512008571977,13.1466020576,0.0121289369324,13.085687317,0.00696319690308,13.2573590208,0.0242767313752,13.4844994144,0.0347074367392,-0.00831020528485,-0.0412980411941,-0.0609458982091,-0.122559585702,-0.365952714217,-2.02,0.18,0.6349,0.634921,-1.79,0.21,-2.02,0.18,-2.07,0.31,-1.71,-1.85,0.25,False,False,False,False,False
123,13:26:51.17,-47:37:13.2,0.474169,14.452,14.886,1,13.4739877825,0.00448918453372,13.2645393206,0.00534633831078,13.1768034803,0.00496305797311,,,,,-0.208963770006,-0.232274185008,-0.221524224744,,,-1.64,0.01,0.4742,0.474857,,,-1.64,0.01,-1.84,0.01,-0.53,-1.84,0.07,False,False,False,True,True
124,13:26:54.49,-47:39:07.5,0.33186,14.561,14.916,1,13.7179135395,0.00382880166922,13.5324031362,0.00520683311727,13.4969314836,0.00673506578373,,,,,-0.0714880571646,-0.0823166423418,-0.120731304805,,,-1.33,0.23,0.3319,0.331862,,,-1.33,0.23,-1.49,0.23,-0.97,-1.25,0.37,False,False,False,True,True
125,13:26:48.92,-47:41:03.7,0.592888,14.58,99.999,0,13.4809145522,0.00445813862503,13.2291839074,0.00455292945988,13.1817394389,0.00434453679925,,,,,-0.0459466631199,-0.0572640360742,-0.0893408275731,,,-1.67,0.22,0.5929,0.592878,-1.81,0.38,-1.67,0.22,-1.86,0.02,,-1.86,0.02,False,False,False,True,True
126,13:28:08.03,-47:40:46.7,0.341891,14.6,99.999,1,13.6480458248,0.00314907393795,13.4876890047,0.00485269112051,13.3752103686,0.00453688586294,,,,,-0.0334478639593,-0.072469230854,-0.0341355650106,,,-1.31,0.13,0.342,0.341854,,,-1.31,0.13,-1.47,0.13,-1.83,-1.55,0.21,False,False,False,True,True
127,13:25:19.36,-47:28:37.6,0.305274,14.63,99.999,1,,,,,13.5829156764,0.00505318931193,,,13.6986776975,0.00515409715248,,,-0.108219508889,,-0.182754202554,-1.59,0.08,0.3053,0.305273,,,-1.59,0.08,-1.78,0.08,-1.88,-1.79,0.04,True,True,False,True,False
128,13:26:17.75,-47:30:13.0,0.834988,14.391,14.904,0,13.228761722,0.00513363094375,12.9548960386,0.0091188144941,12.8236827846,0.00566789202438,,,12.9898955632,0.0478612778851,-0.0883835364759,-0.115932424852,-0.0694451959315,,-0.151488053843,-1.88,0.04,0.835,0.834992,,,-1.88,0.04,-2.1,0.04,-1.82,-2.09,0.06,False,False,False,True,False
130,13:26:09.93,-47:13:40.0,0.49325,14.74,99.999,0,13.8058888518,0.00598609499869,13.599321371,0.00927286962656,13.4985614694,0.00716230487421,,,,,-0.212628035625,-0.248492936441,-0.224457600015,,,-1.46,0.17,0.4932,0.493251,,,-1.46,0.17,-1.64,0.17,-1.14,-1.48,0.33,True,False,False,True,True
131,13:26:30.07,-47:29:40.7,0.392252,14.493,14.877,1,13.555799291,0.00514309137474,13.3476480835,0.0138205262,13.2359908965,0.00803551146129,13.3829783335,0.00662554685954,,,-0.0880676530524,-0.0933188446072,-0.0570001778264,-0.115116473413,,-1.56,0.2,0.3923,0.392116,-1.66,0.48,-1.56,0.2,-1.74,0.03,-1.88,-1.74,0.02,False,False,False,False,True
132,13:26:39.22,-47:29:09.8,0.655656,14.452,14.886,0,13.268052765,0.00735035902373,13.1194351947,0.0246865066607,13.0460571531,0.0179370039614,13.1280808372,0.0391082685337,,,0.0803387292892,-0.0453671900762,-0.0530400267577,-0.0263449786644,,-1.91,0.2,0.6557,0.655644,,,-1.91,0.2,-2.13,0.2,-2.35,-2.22,0.15,True,False,False,False,True
134,13:25:13.42,-47:12:28.7,0.652903,14.46,14.82,0,,,,,,,,,,,,,,,,-1.8,0.41,0.6529,0.652918,,,-1.8,0.41,-2.01,0.41,-2.51,-2.38,0.32,True,True,True,True,True
135,13:26:28.14,-47:29:17.6,0.632579,14.513,14.864,0,13.5515176817,0.051319465118,,,12.6718634651,0.0614332157713,10.1823337912,0.0149360583959,,,-0.172299312537,,0.356539988078,2.95628227604,,-2.2,0.0,0.6326,0.632583,-1.57,0.18,-2.2,0.5,-1.69,0.39,-2.34,-2.15,0.42,False,True,True,True,True
136,13:26:31.09,-47:27:40.5,0.391945,14.376,14.732,1,13.514115084,0.011526840658,13.0095379647,0.047521778633,13.2205788262,0.0156007033317,,,,,-0.04554661239,0.245708016799,-0.040664564159,,,-1.83,0.47,0.3919,0.391926,-1.64,0.37,-1.83,0.47,-1.81,0.27,-2.27,-2.06,0.33,False,True,False,True,True
137,13:26:31.55,-47:27:04.3,0.334205,14.557,14.907,1,13.7742546046,0.00623832242407,13.7052795915,0.0123451519949,13.4785902675,0.00915302014516,13.7172358958,0.00852276287876,,,-0.135354944381,-0.26343755779,-0.110695709537,-0.264504225392,,-1.19,0.18,0.3342,0.33421,,,-1.19,0.18,-1.34,0.18,-1.86,-1.52,0.35,False,False,False,False,True
139,13:26:37.76,-47:27:35.2,0.676871,14.361,14.871,0,13.1108489005,0.00522746486252,12.8596165188,0.0133751947026,12.7310341049,0.0100936586253,12.9753071094,0.015620892902,,,0.210145625993,0.183486412176,0.230533902427,0.093651962827,,-1.46,0.04,0.6769,0.676871,-1.83,0.2,-1.46,0.04,-1.65,0.06,,-1.65,0.06,True,True,True,False,True
140,13:26:42.16,-47:30:07.1,0.619849,14.463,14.807,0,13.0223944715,0.0107996270512,12.5761264219,0.0301973830728,12.6671136916,0.021642293984,12.8068773678,0.0129794257846,,,0.374313880141,0.552551094895,0.381366601637,0.352663110586,,,,0.6198,0.619805,-1.72,0.15,,,-1.74,0.15,-2.24,-1.87,0.31,True,True,True,True,True
141,13:26:40.91,-47:29:27.9,0.697363,14.494,14.961,0,13.3376422564,0.00682977549655,12.9540432894,0.0276097557235,12.931592507,0.0134564627183,,,,,-0.0423076106009,0.0600578884851,0.000520392453591,,,-1.55,0.36,0.6974,0.697436,-2.2,0.36,-1.55,0.36,-1.98,0.34,-1.85,-1.89,0.09,False,False,False,True,True
142,13:26:42.67,-47:28:42.7,0.375848,14.587,15.079,1,13.1753610858,0.0205769220784,12.5885262952,0.0310426453984,12.5796655648,0.0363191868485,12.9975507761,0.00665689664268,,,0.338029295779,0.715821624242,0.649714892884,0.31962475346,,,,0.3758,0.375867,-1.81,0.24,,,-1.83,0.24,,-1.83,0.24,True,True,True,True,True
143,13:26:42.64,-47:27:28.8,0.820734,14.4,14.892,0,13.3192933592,0.0185427434144,12.2633969869,0.0687219260862,12.150040132,0.0243273394444,,,,,-0.164101633934,0.592309441327,0.621201994465,,,-1.87,0.14,0.8207,0.820756,,,-1.87,0.14,-2.09,0.14,-2.41,-2.17,0.19,False,True,True,True,True
144,13:26:43.06,-47:28:17.9,0.83532,14.401,14.942,0,13.1904946272,0.00547659160022,12.9381696435,0.0175453776756,12.8566005755,0.0119875514134,12.9549602239,0.0145078407884,,,-0.050458452862,-0.0995925835359,-0.102755583216,-0.102493476058,,-1.71,0.12,0.8353,0.835322,,,-1.71,0.12,-1.91,0.12,-1.62,-1.86,0.16,False,False,False,False,True
145,13:26:51.26,-47:31:08.6,0.373214,14.519,14.934,1,13.4589955367,0.0136615844209,13.081558429,0.0272338127253,13.142168678,0.0282133488894,,,,,0.0619115188846,0.23102392893,0.0955073045103,,,-1.58,0.07,0.3732,0.374104,,,-1.58,0.07,-1.77,0.07,-1.43,-1.75,0.12,False,True,True,True,True
146,13:26:52.87,-47:29:27.9,0.633092,14.48,14.997,0,13.5205255395,0.00943508523191,13.9066636791,0.0773225567204,13.0928561652,0.0232014127922,12.623347174,0.0335123194219,,,-0.142004591854,-0.798542243853,-0.0652532857367,0.514434522221,,,,0.6331,0.633097,,,,,,,-1.93,-1.93,0.25,False,True,False,True,True
147,13:27:15.86,-47:31:09.2,0.422699,14.49,14.826,1,13.403293863,0.00359204367704,13.0384466915,0.0118089537593,13.0891812413,0.00647269907638,,,,,-0.0154611833778,0.128354066432,0.00163167533715,,,-1.66,0.14,0.4227,0.422344,,,-1.66,0.14,-1.86,0.14,-2.0,-1.89,0.08,False,True,False,True,True
149,13:27:32.94,-47:13:43.6,0.682728,14.38,14.69,0,13.3887140077,0.00439143737542,13.1655377062,0.00997914491995,13.0447842352,0.00694422221867,,,,,-0.0751320008391,-0.130812681057,-0.0917250969506,,,-1.21,0.24,0.6827,0.682724,,,-1.21,0.24,-1.36,0.24,-1.76,-1.55,0.28,False,False,False,True,True
150,13:27:40.21,-47:36:00.1,0.899302,14.284,14.766,0,13.0838106463,0.00557835599039,12.8236551636,0.00716036544691,12.7214582293,0.00518478007677,,,,,-0.00727082996046,-0.0568440529335,-0.0405010300943,,,-1.76,0.34,0.8993,0.899341,,,-1.76,0.34,-1.97,0.34,,-1.97,0.34,False,False,False,True,True
151,13:28:25.40,-47:16:00.2,0.407784,99.999,99.999,0,13.5033038805,0.00383604976216,13.3194164486,0.00590491791269,13.2738242273,0.00468893496555,,,,,0.253660658991,0.216436032655,0.188195980712,,,-1.3,0.24,0.4078,0.407784,,,,,-1.46,0.24,,-1.46,0.24,True,True,True,True,True
153,13:26:49.69,-47:26:23.7,0.386245,14.578,15.004,1,13.6594218867,0.00745542308212,13.5726255307,0.0223193364099,13.3965253544,0.0138044376923,13.3445352533,0.0070238178642,,,-0.175195897883,-0.300226901339,-0.199331199335,-0.0588586899988,,-1.38,0.19,0.3862,0.386249,,,-1.38,0.19,-1.55,0.19,-1.58,-1.56,0.02,False,True,False,False,True
154,13:27:03.15,-47:30:32.6,0.32234,14.537,14.856,1,13.6324726429,0.00545753811001,13.4696295932,0.0114975842873,13.385431262,0.0119585511014,,,13.714151956,0.0147844561683,0.0450616200432,0.014536247476,0.0251010777578,,-0.268605501878,-1.39,0.12,0.3223,0.322338,-1.49,0.23,-1.39,0.12,-1.55,0.03,-2.31,-1.56,0.13,False,False,False,True,False
155,13:26:53.63,-47:24:42.5,0.413925,14.516,14.944,1,13.2909499644,0.0135210740862,12.9633772414,0.0240328189959,12.9859836423,0.0263707540026,12.9710345176,0.00868378965418,,,0.119301349621,0.227982898221,0.129570847286,0.234745789867,,-1.46,0.09,0.4139,0.413933,,,-1.46,0.09,-1.64,0.09,-1.61,-1.64,0.02,True,True,True,True,True
156,13:26:47.92,-47:31:52.5,0.359067,14.522,14.929,1,13.463838698,0.0104426342994,13.1442532572,0.0217530329941,13.1821864311,0.0217316333691,,,14.3129048483,0.0174826528584,0.0983699262831,0.213574541287,0.101070640636,,-1.00695818189,-1.4,0.04,0.3591,0.359071,-1.51,0.38,-1.4,0.04,-1.57,0.01,,-1.57,0.01,True,True,True,True,True
157,13:26:46.49,-47:27:17.5,0.4064,14.585,14.995,1,13.6252482195,0.00894815313036,13.6740671565,0.0294203255515,13.4121372246,0.0188626247143,13.6225368871,0.0130986377873,,,-0.195387760396,-0.461225401622,-0.274941760595,-0.395577746788,,-1.49,0.1,0.4064,0.405979,,,-1.49,0.1,-1.67,0.1,-0.98,-1.57,0.34,False,True,True,True,True
158,13:26:45.34,-47:30:40.2,0.367276,14.509,14.889,1,13.6599598108,0.00655002120438,13.516234282,0.0298325186108,13.483553174,0.0136442906253,13.1805019336,0.00809155638376,,,-0.121910963047,-0.184873268367,-0.226959228252,0.163305941791,,-1.25,0.06,0.3673,0.367293,-1.64,0.49,-1.25,0.06,-1.41,0.04,-1.57,-1.41,0.03,False,False,False,False,True
159,13:23:24.44,-47:43:33.1,0.343101,99.999,99.999,1,,,,,,,,,,,,,,,,,,0.3431,0.343101,,,,,,,,,,True,True,True,True,True
160,13:25:36.16,-47:12:32.5,0.397276,99.999,99.999,1,,,,,,,,,,,,,,,,-1.66,0.0,0.3973,0.397263,,,-1.66,0.5,-1.86,0.5,-1.84,-1.85,0.01,True,True,True,True,True
163,13:25:49.42,-47:20:21.5,0.313229,14.554,14.877,1,13.7786270649,0.00535023363976,13.5833716285,0.00457726871495,13.5597363176,0.00721543484483,,,,,-0.0704478452236,-0.0656345552549,-0.115383700521,,,-1.18,0.27,0.3132,0.313231,,,-1.18,0.27,-1.33,0.27,-1.99,-1.68,0.46,False,False,False,True,True
165,13:26:39.44,-47:26:56.1,0.500765,14.642,15.092,0,13.77622815,0.0152886577421,13.6450799812,0.0301812809904,13.4870941116,0.0275638148464,13.2480126173,0.0149821925805,,,-0.195976309569,-0.308954775662,-0.227923311797,0.131112953681,,,,0.5008,0.500745,,,,,,,,,,False,True,False,False,True
166,13:26:46.00,-47:26:15.3,0.340173,14.501,14.939,1,13.5574223762,0.00919880728984,13.2735788136,0.0208742930685,13.3223101767,0.0181920693955,13.2307648996,0.00514898914584,,,0.0625598303541,0.147539345635,0.024706768847,0.201534998421,,,,0.3402,0.340208,,,,,,,-2.15,-2.15,0.25,False,True,False,True,True
168,13:25:52.78,-47:32:02.9,0.321299,15.134,15.494,1,14.1863983506,0.00431566912541,14.0106815818,0.00582618609765,13.968588515,0.00515657616813,,,,,-0.505406806673,-0.522728325629,-0.554240663193,,,,,0.3213,0.321297,,,,,,,,,,True,True,True,True,True
169,13:27:20.47,-47:23:59.1,0.319116,14.641,14.917,1,13.8070306817,0.00368932393686,13.7704910669,0.005606915373,13.6735308133,0.00726913184485,13.6433939108,0.0158654259828,,,-0.118752623114,-0.274555509421,-0.2511414443,-0.137331162433,,,,0.3191,0.319113,-1.65,0.19,,,-1.67,0.19,-1.83,-1.73,0.11,False,False,True,False,True
181,13:30:00.45,-47:48:45.6,0.58836,99.999,99.999,0,,,,,,,,,,,,,,,,,,0.5884,0.58836,,,,,,,,,,True,True,True,True,True
182,13:32:13.42,-47:06:18.6,0.54539,99.999,99.999,0,,,,,,,,,,,,,,,,,,0.5454,0.54539,,,,,,,,,,True,True,True,True,True
183,13:29:39.55,-47:30:18.9,0.29605,99.999,99.999,1,,,,,,,,,,,,,,,,,,0.2961,0.29605,,,,,,,,,,True,True,True,True,True
