id,mag_j,merr_j,type,per,mag_h,merr_h,mag_k,merr_k,mag_3,merr_3,mag_4,merr_4,mag_v,merr_v,mag_b,merr_b
45.0,13.5130521212,0.0146855938479,0.0,0.589116,13.201139957999999,0.0151162164578,13.1642114773,0.014230249470799997,,,13.0703531809,0.027711309364,14.500848536555848,0.003847560591365667,14.886790911577465,0.003930773510666427
46.0,13.2988976665,0.016278820596100002,0.0,0.686971,12.9979962655,0.0165353157414,12.9472576441,0.0142331772045,,,,,14.494927127969103,0.003958968913262135,14.979805003695926,0.003416305159027413
47.0,13.4203137861,0.0196490033674,1.0,0.485303,13.2231880194,0.017853571071400003,13.1499007725,0.017736497211500002,13.099195268599999,0.0303411162177,13.0729043499,0.0262916336503,14.346114828533063,0.0036790587074648556,14.692247978106183,0.002965074479109533
49.0,13.565625773399999,0.0115650335062,0.0,0.604627,13.237790716700001,0.0193433881899,13.2203222396,0.0161038297722,,,13.0990971458,0.049252749500199984,14.601831610712722,0.004019755304578656,15.068044901079707,0.0036614546289692024
50.0,13.647275203900001,0.0143265487819,1.0,0.386172,13.401554175,0.0150554530542,13.3618544733,0.0142828568571,,,13.305145439,0.0555877684387,14.637941776072957,0.00434081093736051,14.979568075832255,0.0037039741441364914
51.0,13.5966489219,0.0144366431925,0.0,0.574152,13.377839440799999,0.0326879182574,13.269736633900001,0.028551123737400007,13.3153167274,0.0827259532029,,,14.539046811804027,0.00432121294961637,14.874188424463306,0.003655981015144716
52.0,,,0.0,0.660386,,,,,,,,,13.767777774768673,0.0027559459528877003,14.162129035856314,0.002114284435807228
54.0,13.280748340999999,0.016010413278,0.0,0.772915,12.9983880125,0.0166458202962,12.9536519737,0.0150083310198,12.7991322925,0.0298858941085,,,14.419658028553517,0.003919019525849958,14.931524842560863,0.003569900005113817
56.0,13.6426823439,0.009456038635,0.0,0.568023,13.385774531300001,0.0216410104508,13.3526088336,0.017197383521900002,,,13.2315651451,0.0346193587462,14.761578159313045,0.004379968221531022,15.225037281804175,0.004256355767223637
57.0,13.2344369336,0.014829587542,0.0,0.794402,12.995315362100001,0.0181796589627,12.8819073406,0.014364307617600004,,,,,14.460330812763733,0.00370742045672635,14.995581570501768,0.003299732609487872
58.0,13.6604364549,0.0172626765016,1.0,0.36988,13.494779680299999,0.017911821050200002,13.4210202331,0.0205953069088,13.3451820411,0.0334003492996,13.3090043162,0.0337712895815,14.475691953755618,0.0038753854674278,14.799155831251195,0.0031985573671218146
59.0,13.7268656582,0.022803508502,0.0,0.518506,13.4239047093,0.042959283048,13.390882528199999,0.0331071492783,13.2482454608,0.0713348909487,13.41836269,0.0639986979034,14.778376448427736,0.004735351105026264,15.252724721325832,0.00400324543663938
62.0,,,0.0,0.61977,,,,,,,,,14.492249637384253,0.00413916091270012,14.93638842808336,0.003658716564118041
63.0,13.2229784978,0.0174451521442,0.0,0.825943,12.8617606916,0.0170146995272,12.868771776300001,0.0119721899974,,,,,,,,
64.0,13.637736968099999,0.0131085214015,1.0,0.344497,13.438427281400001,0.0219412093255,13.407232305399999,0.0215793110795,,,13.3139236931,0.0437435709562,14.54762920039519,0.004018148339030067,14.913228028648817,0.0033967594385744043
66.0,13.5423348698,0.0105039675044,1.0,0.407266,13.3587158643,0.0217389818836,13.264071028499998,0.0197061750051,13.103473465899999,0.034963075761,,,14.491492835032941,0.00389141332205892,14.889267515667846,0.0031781716746894667
67.0,13.6097891845,0.0143961800489,0.0,0.564451,13.3835923378,0.0155349069303,13.3263738841,0.0154515371404,13.368468223599999,0.0468908306602,,,14.681821721804969,0.004405383911466446,15.064988552165381,0.0034766720182018394
68.0,13.258193883199999,0.0207866142826,1.0,0.534609,13.0035557541,0.015305227865,12.9695183147,0.0145602197786,12.9281435342,0.0502750766616,,,14.242939134788804,0.003395147570729,14.676364367365405,0.002901454758618865
69.0,,,0.0,0.635221,,,13.112267637999999,0.013625955624,,,,,,,,
70.0,13.5290220791,0.013092618785700002,1.0,0.390687,13.2820996441,0.0294207976325,13.2542904957,0.0222860195339,,,,,14.557372269442615,0.003624305894973406,14.950430389810327,0.0029070220504964425
71.0,,,1.0,0.357544,,,,,,,,,14.53798169935202,0.0038333733683552757,14.896956871570485,0.0034219142605716917
72.0,13.5540452926,0.00977667291737,1.0,0.384522,13.338603663399999,0.0166883192683,13.311498314100001,0.0144048602909,,,,,,,,
73.0,13.479601013,0.017590243507900002,0.0,0.5752149999999999,13.2508182875,0.017411681902299997,13.214992911400001,0.0155938021876,,,,,,,,
74.0,13.622489353199999,0.00759934207679,0.0,0.503209,13.4566366903,0.0156923548265,13.404819611099999,0.0151134597848,,,,,14.642724782247624,0.004228244172288045,15.132026481651037,0.003962059649559389
75.0,13.410095854300003,0.011332107776899998,1.0,0.422174,13.175437126099999,0.0280639151462,13.1372704984,0.025179356624,,,,,14.491363388879261,0.0037620743403896724,14.842368306955807,0.003280177257638686
76.0,13.6341246218,0.0117933597136,1.0,0.337962,13.488292655599999,0.0174212513902,13.448508203900001,0.0195042730361,,,,,14.51777723386922,0.003756434404989681,14.883562233217468,0.00341383293661962
77.0,13.474240598,0.0132539302347,1.0,0.426294,13.263637635699999,0.0283343137085,13.1991759903,0.021035683968000003,,,,,14.586189035487795,0.00396929516436341,14.945598195621363,0.003318236758756942
79.0,13.3822139774,0.0104801399482,0.0,0.608276,13.1619654635,0.0159373774505,13.122774205299999,0.0148548533034,,,,,,,,
81.0,13.5415602258,0.0125,1.0,0.389392,13.3259094557,0.0330681115276,13.2864553433,0.0250582654361,13.2483988213,0.0759764217811,,,14.606658967111043,0.0038810223160279083,15.040314664590701,0.0038766080389485407
82.0,13.578792050399999,0.0159138304628,1.0,0.335758,13.3244023661,0.023968729628400003,13.295708279600001,0.0179745190014,,,13.826659749200001,0.103583299812,14.582008117477919,0.003675504500518716,14.974072100665586,0.003665418682449122
83.0,13.6026589078,0.00986576572463,1.0,0.356612,13.430940400299999,0.0235549004102,13.369579068399998,0.0222972345071,,,,,14.589816280351272,0.003984813987499299,14.905288731342495,0.00336518470297046
84.0,,,0.0,0.579873,12.8333012522,0.017238522751900003,12.7810780999,0.0157056253192,,,,,,,,
85.0,13.344015996700001,0.011083020045700002,0.0,0.742758,,,,,,,,,,,,
86.0,,,0.0,0.647844,,,,,,,,,14.510848198368006,0.0038263041654486244,14.951288678566216,0.003636399903107351
87.0,,,1.0,0.396488,,,,,,,,,14.600535467205605,0.004140915380996358,15.015100340214477,0.003756398050764785
88.0,,,0.0,0.690211,,,,,,,,,14.493330190788466,0.004265090375036684,14.962225264281612,0.0038078865529319545
89.0,,,1.0,0.37511,,,,,,,,,14.618445369240378,0.004109977167878643,14.979269754337848,0.0034721111093332763
90.0,,,0.0,0.603404,,,,,,,,,14.531767771257705,0.00483538544285276,14.903133200840262,0.0043381548645554345
91.0,,,0.0,0.895225,,,,,,,,,14.363838717967422,0.003806934938134405,14.910525929163372,0.003527668414752787
94.0,14.0698050312,0.0244216434063,1.0,0.253936,13.9336239771,0.0220944940351,13.8702684087,0.027440845468,13.8582275074,0.037630882707300015,13.7991270128,0.02889059824,14.769749987363925,0.004368189680071263,15.071106156829943,0.0038297084310253524
95.0,13.4966664334,0.014634434279,1.0,0.405067,13.268594581199999,0.0172094935041,13.264120011600001,0.0165705562168,,,13.178082211400001,0.0236026128497,14.55173706555112,0.00378834373698864,14.912043062145685,0.0030274433989481266
96.0,,,0.0,0.624527,,,,,,,,,14.341763332338937,0.003868150079044711,14.870796928006804,0.0039202577788497
97.0,13.3024221452,0.0104841149682,0.0,0.6918979999999999,13.1431242523,0.0289956893348,13.0343052556,0.0222523407008,12.9636556853,0.0607062599737,12.7019880717,0.0640019530952,14.530217496390382,0.00372898777072796,14.953834137358186,0.0035280034737282077
98.0,,,1.0,0.280566,,,,,,,,,14.779054513254934,0.004795534907576696,15.13454121038447,0.003911658889629464
99.0,,,0.0,0.766181,,,,,,,,,14.207401750240132,0.003610576436474683,14.688287920393854,0.0032565723019602577
100.0,,,0.0,0.552745,,,,,,,,,14.722469824713059,0.005079771809112401,15.304802057704432,0.005631408878553111
101.0,13.7081729229,0.0164924225025,1.0,0.340946,13.4842887219,0.0302998899888,13.435866132100001,0.022721135535,,,,,14.593229099629113,0.004269348442412918,14.965545481421977,0.003536692907408201
102.0,13.3200687797,0.011891873976200002,0.0,0.691396,13.033304043800001,0.0220170388563,12.9933544636,0.020045780936,12.9838444952,0.049279813311300005,13.0557858638,0.0717553714598,14.590876968029225,0.004139821439018998,14.999533041333812,0.0035622801086091635
103.0,13.6203420123,0.0175499287748,1.0,0.328852,13.4090814115,0.0400052079943,13.376559074200001,0.0335459883344,12.959675987699999,0.0709042781972,13.0241558143,0.0662388355373,14.535032892953605,0.0038425407675039282,14.83272260400019,0.002889046712860647
104.0,13.7320768645,0.0960620459217,0.0,0.866524,13.625824551900001,0.153538675909,13.4523821304,0.14071987540300002,,,,,14.505627653058422,0.004198741215282925,15.022223462483854,0.003253672914500622
105.0,13.7676384652,0.014300349646100004,1.0,0.335328,13.6152040357,0.0200790105998,13.5330163158,0.0179606050381,,,,,14.76961097320654,0.004592470154819194,15.152160182553837,0.003598906453295844
106.0,,,0.0,0.569903,,,,,,,,,14.519322801704748,0.004511442754485861,14.918026179085134,0.003650759144074329
107.0,13.5966128567,0.0170880074906,0.0,0.5141020000000001,13.3396573977,0.0378230529351,13.3007444591,0.0300430247035,13.5351314554,0.218683942407,13.350743842,0.0764095325641,14.779918850529132,0.004975881680289495,15.21878001712298,0.004292234898427674
108.0,,,0.0,0.594458,,,,,,,,,14.536074159256508,0.004655376509644455,15.001420117520619,0.004012932461804607
109.0,,,0.0,0.744098,,,,,,,,,14.41520724146126,0.003853962934828292,14.869534461952416,0.0036594445468587705
110.0,,,1.0,0.332107,,,,,,,,,14.569974952912286,0.004008382824423444,14.928866035860544,0.0034858344290379984
111.0,,,0.0,0.762905,,,,,,,,,14.379675530744063,0.0040612099355682085,14.906455478547997,0.003462515124733896
112.0,,,0.0,0.474359,,,,,,,,,14.5368275198884,0.004180263021686708,14.889805475665014,0.0035096935361864172
113.0,,,0.0,0.573375,,,,,,,,,14.531834869719614,0.003848520639299095,14.961792928979596,0.0038848213259677564
114.0,,,0.0,0.675307,,,,,,,,,14.440357147569603,0.004448361435752186,14.911561954796394,0.003942479829767279
115.0,13.4012904127,0.0120830459736,0.0,0.630474,13.1763029654,0.017216755404700003,13.1025571983,0.0128062484749,,,,,14.53370537264009,0.00419791007283289,15.026191869561705,0.0035394360231487715
116.0,,,0.0,0.720133,,,,,,,,,14.388156700080398,0.0042925686960358315,14.854120496705914,0.003451815852524373
117.0,13.4797974552,0.0198095095009,1.0,0.421641,13.273660086900001,0.042547032799,13.202028597,0.0308193662059,13.110488311900001,0.0441682389657,12.9492859927,0.0431277173057,14.473198227985067,0.004123741596565521,14.892240543123496,0.0031339939068573785
118.0,,,0.0,0.611618,,,,,,,,,14.48476688487192,0.42067835921864777,14.880085817395699,0.003697475986579043
119.0,,,1.0,0.305876,,,,,,,,,14.684040262370704,0.004619183983150488,15.008010874248317,0.0035295206954867515
120.0,13.5252675015,0.0492417505781,0.0,0.5485369999999999,13.0717368472,0.07891345470410001,13.1352522404,0.0936825312781,12.9584402696,0.06591534975510001,12.9267003674,0.0552720544217,14.756851682566705,0.005035353275460983,15.195879186331123,0.004267184172202281
121.0,13.740916497,0.0158298241725,1.0,0.304182,13.648266523299998,0.032615180514599995,13.5310839676,0.026332805901900003,13.4143206096,0.0370090079125,13.3015920024,0.0330756708171,14.598324114962045,0.004206238566968065,14.911801403333056,0.003130721712275991
122.0,13.369058908800001,0.017736497211500002,0.0,0.634929,13.1321655752,0.0420158700176,13.0619949145,0.0241212216385,13.0570406973,0.051536394906900006,12.9555668845,0.104647025758,14.531829177258231,0.004347951169928566,14.960615208713898,0.003668372069785739
123.0,13.462473989500001,0.0155509913939,1.0,0.474169,13.2385798553,0.0185202591775,13.174158361300002,0.0171925371407,,,,,14.47342225807505,0.003832289221596682,14.908135500929784,0.003355254380633886
124.0,13.7079277084,0.0132633580464,1.0,0.33186,13.5096669844,0.0180369990113,13.4818955822,0.0233309522595,,,,,14.539781469432251,0.0039813686143908116,14.9025229655408,0.003574681876120436
125.0,13.419984966,0.0154434452115,0.0,0.592888,13.199799277,0.0157718102956,13.1530134846,0.0150499169433,,,,,,,,
126.0,13.6421439324,0.0109087121146,1.0,0.341891,13.4673031346,0.0168102151483,13.3702307,0.0157162336455,,,,,,,,
127.0,,,1.0,0.305274,,,13.5787426869,0.017504761257099998,,,13.5733022603,0.06252799373080001,,,,
128.0,13.2065586253,0.0177834192438,0.0,0.834988,12.9265753522,0.0315885000171,12.810050544400001,0.0196341539161,,,12.445214556300002,0.07376595872530001,14.41486236931327,0.003961899674396407,14.950822399975651,0.0034268415842059643
130.0,13.6875834895,0.0207364413533,0.0,0.49325,13.526911528900001,0.0321221626503,13.4184295401,0.0248109518829,,,,,,,,
131.0,,,1.0,0.392252,,,,,,,,,14.494540528786784,0.004245953309671293,14.865332679493072,0.003294095297617729
132.0,,,0.0,0.655656,,,,,,,,,14.410824652219091,0.004362768361917847,14.775916568474187,0.0033393585895308826
135.0,,,0.0,0.632579,,,,,,,,,14.501012896677192,0.004215080534769265,14.875776683285345,0.0034592546817226594
136.0,,,1.0,0.391945,,,,,,,,,14.37359848392167,0.004137902981775604,14.709901514938464,0.003119829055146024
137.0,,,1.0,0.334205,,,,,,,,,14.60408440342162,0.004248258486763458,14.978749385522862,0.003527347001749091
139.0,,,0.0,0.676871,,,,,,,,,14.3702565559518,0.003942067748330545,14.864891609019221,0.0035211777589973384
140.0,,,0.0,0.619849,,,,,,,,,14.464851420556297,0.004982747034925589,14.816136908678477,0.003769598989708305
141.0,,,0.0,0.697363,,,,,,,,,14.475160338597382,0.004675779870668156,14.91795542450201,0.0036778616975991184
142.0,,,1.0,0.375848,,,,,,,,,14.584284046740786,0.004805716934468498,15.070457223658549,0.003813534627824414
143.0,,,0.0,0.820734,,,,,,,,,14.3750226206128,0.004329783927920512,14.835550410503942,0.003491926171484268
144.0,,,0.0,0.83532,,,,,,,,,14.383342804491148,0.003963786585521872,14.88259307556281,0.0035823642100341127
145.0,,,1.0,0.373214,,,,,,,,,14.505779214356826,0.0037185337515552455,14.939361734758268,0.003363406011768428
146.0,,,0.0,0.633092,,,,,,,,,14.523953185112983,0.004751768205128362,14.989693476683573,0.004721855394582404
147.0,13.397284671300001,0.0124432043033,1.0,0.422699,12.9336079872,0.0409074157906,13.082566800799999,0.0224220873248,,,12.5853036472,0.0962345225651,14.487837668558461,0.003899894458587842,14.82521544565622,0.0029582683028000272
149.0,13.3536327777,0.015212385305,0.0,0.682728,13.0606067058,0.034568772034900004,13.0240325151,0.0240554914036,,,,,,,,
150.0,13.0677963128,0.0193239919961,0.0,0.899302,12.7565588222,0.0248042335096,12.6919327627,0.0179606050381,,,,,14.275975502916252,0.0036449308600149852,14.785342264249746,0.0030808623317477722
151.0,13.500660981500001,0.0132884661769,0.0,0.407784,13.3013157489,0.0204552356786,13.2649892605,0.0162429471874,,,,,,,,
153.0,,,1.0,0.386245,,,,,,,,,14.612351527624533,0.004039075258491549,15.00336902722448,0.0035393335135912394
154.0,,,1.0,0.32234,,,,,,,,,14.537500348571248,0.004147737970580693,14.862210206305992,0.0030805167315457543
155.0,,,1.0,0.413925,,,,,,,,,14.496974938562614,0.003969026767833643,14.92543461532561,0.003477677506281503
156.0,,,1.0,0.359067,,,,,,,,,14.516008505525765,0.004143421162674356,14.924459653533644,0.003426892140641392
157.0,,,1.0,0.4064,,,,,,,,,14.576784136148092,0.004530085055137154,14.980667915588233,0.003853636654371754
158.0,,,1.0,0.367276,,,,,,,,,14.515298605774596,0.004322323328887962,14.887732041567471,0.00340587727318528
163.0,13.763114489200001,0.0185337529929,1.0,0.313229,13.5570855314,0.0158561239484,13.5447665605,0.0249949994999,,,,,14.553311988335757,0.004054019719405523,14.875658879889098,0.0031656163318638884
165.0,,,0.0,0.500765,,,,,,,,,14.46785405319738,0.004369754530077209,14.858179035951382,0.003905321208598761
166.0,,,1.0,0.340173,,,,,,,,,14.502535453480334,0.003969641348340796,14.943290657980459,0.0035299763433050356
168.0,14.175901151500002,0.0149499163877,1.0,0.321299,13.9995826797,0.020182500671,13.9602788687,0.0178629038326,,,,,15.139227111479386,0.005283931477309248,15.52728711541504,0.0044491428157423536
169.0,13.8051136267,0.0127801930085,1.0,0.319116,13.7354989363,0.0194229245996,13.6523095462,0.0251810113644,13.7344054587,0.0497903939865,14.0014406532,0.11563123857,14.641760972314433,0.0039711034891259525,14.90484756039512,0.0031511473671870264
184.0,13.7784952112,0.011940826325399998,1.0,0.30337,13.6236462435,0.0275680975042,13.5364943705,0.0194507926145,,,,,14.656835826368969,0.00458407214397034,14.972876301504582,0.0033089067131552136
185.0,13.700592385999999,0.0163222751682,1.0,0.3332,13.545200373,0.017904841058599998,13.508268501500002,0.022677080940900003,13.4957139019,0.0364531663005,13.478710278,0.0330756708171,,,,
261.0,13.4310366003,0.00893028554975,1.0,0.402512,13.211881865699999,0.0185853885261,13.113093664600001,0.0197336430156,,,,,14.56231889112898,0.0040657139631348925,15.022016163231115,0.003389596097196192
263.0,13.155133758900002,0.0165504279904,0.0,1.012158,12.8882031599,0.0169656515741,12.7459546946,0.015734781006799998,,,12.6597502071,0.0337021265402,14.31662158318325,0.0034616543512398274,14.886094730275346,0.003032406424245357
264.0,,,1.0,0.321398,,,,,,,,,14.748478770200217,0.005259743624763126,15.130256484602505,0.003974424817703682
265.0,,,1.0,0.4226,,,,,,,,,14.45669607789946,0.004068005969313674,14.857299381970568,0.0031814192699844784
266.0,,,1.0,0.352303,,,,,,,,,14.508628198113886,0.004509438325734753,14.796365878342195,0.0034773704523904116
267.0,,,1.0,0.315822,,,,,,,,,14.484805644316207,0.004113623892386563,14.842435908036833,0.0032792275513195686
268.0,,,0.0,0.812922,,,,,,,,,14.539949802388483,0.004356745192106371,14.979974297832753,0.003536021532154756
270.0,,,1.0,0.312714,,,,,,,,,14.546049595800952,0.004031382343158516,14.85825340022571,0.003329430339108888
271.0,,,1.0,0.4432,,,,,,,,,14.370946193019176,0.004140906139788317,14.843478745210131,0.0035510922841087097
272.0,,,1.0,0.311482,,,,,,,,,14.658718219646039,0.004608716820068291,14.97798987413904,0.0034726444187764545
273.0,,,1.0,0.367106,,,,,,,,,14.530163985662528,0.00400121847736676,14.941050692554072,0.0034879471614503448
274.0,13.8283157862,0.0107199191539,1.0,0.311089,13.7577309203,0.0227779132787,13.649558708499999,0.0221585198062,,,,,14.586559980678555,0.003978417286739158,,
275.0,,,1.0,0.3776,,,,,,,,,14.46463146926632,0.003910166514857525,14.863784476390371,0.003543887665396046
276.0,13.7266554647,0.0206821178799,1.0,0.307807,13.613677865,0.0460190178079,13.5333865679,0.024366985862,,,,,14.599345519107496,0.004146046538211911,14.896039506099743,0.0030662870710545685
277.0,,,1.0,0.351563,,,,,,,,,14.507621879015664,0.0037243084643466978,14.8849686792684,0.0028613807855648998
280.0,13.9513143848,0.0117082591931,1.0,0.281644,13.9052718321,0.0260224262256,13.816252986199999,0.0292318319645,,,,,14.763269688224767,0.004240822117233169,15.022718510168458,0.0034311057652725847
285.0,13.6865858721,0.016975472502,1.0,0.329014,13.5036497986,0.026815729215,13.5029389246,0.0151189726282,,,13.3578232368,0.0739932429347,14.55262157204623,0.00391894221801089,14.909685469368883,0.003152317705790296
288.0,13.8094025618,0.0109772492001,1.0,0.2954,13.7192992835,0.0156071564781,13.6348300698,0.0194100489438,,,,,,,,
289.0,13.742952020599999,0.013304134695700002,1.0,0.30809000000000003,13.6179900851,0.014958275301700004,13.5836296786,0.0216814052435,,,,,14.625304634994635,0.004151118894884872,14.910426663504143,0.0034231048857467877
291.0,13.6743941371,0.0183779759495,1.0,0.334,13.5176990747,0.0444719012411,13.4442272825,0.0262979720384,,,,,14.500596986608453,0.004029190365321549,14.879246614157239,0.003104152314143746
339.0,,,1.0,0.301322,,,,,,,,,14.494266897094212,0.00413969595514628,14.869701297292924,0.0032128099307314633
340.0,,,1.0,0.301821,,,,,,,,,14.562693143803774,0.00424802133695063,17.053531156954,0.05329861100895473
341.0,,,1.0,0.306136,,,,,,,,,14.44551509022135,0.003634096506733091,14.819537291493269,0.0032497863177616943
342.0,,,1.0,0.308389,,,,,,,,,14.607388955243621,0.003868522923967192,14.941937654200455,0.003187814637359293
