56422.84418913 10.812 0.035 
56422.91755510 9.921 0.062 
56422.99664183 10.782 0.040 
56423.06707844 10.797 0.049 
56423.13965444 10.781 0.042 
56423.20662019 10.801 0.036 
56423.28502707 10.807 0.035 
56423.35232657 10.804 0.034 
56423.42877794 10.784 0.034 
56423.50011059 10.790 0.040 
56423.56989439 10.815 0.041 
56423.64750221 10.801 0.025 
