56422.85451617 11.649 0.088 
56422.92788332 11.654 0.091 
56423.00702571 11.554 0.081 
56423.07741141 11.538 0.060 
56423.14998230 11.587 0.088 
56423.21695329 11.516 0.073 
56423.29535516 11.463 0.073 
56423.36265968 11.576 0.063 
56423.43911502 11.552 0.107 
56423.51044351 11.536 0.110 
56423.58022279 11.585 0.089 
56423.65783537 11.637 0.095 
