56422.85451617 13.715 0.115 
56422.92788332 13.483 0.144 
56423.00702571 13.568 0.195 
56423.07741141 13.644 0.147 
56423.14998230 13.962 0.179 
56423.21695329 13.317 0.220 
56423.29535516 13.232 0.174 
56423.36265968 13.679 0.281 
56423.43911502 13.560 0.138 
56423.51044351 13.264 0.100 
56423.58022279 13.474 0.166 
56423.65783537 13.678 0.166 
